"Time";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y";"cd/o/X";"cd/o/Y";"cd/a/X";"cd/a/Y";"cd/b/X";"cd/b/Y";"ep/o/X";"ep/o/Y";"ep/a/X";"ep/a/Y";"ep/b/X";"ep/b/Y";"cou/o/X";"cou/o/Y";"cou/a/X";"cou/a/Y";"cou/b/X";"cou/b/Y";"cd/o/X";"cd/o/Y";"cd/a/X";"cd/a/Y";"cd/b/X";"cd/b/Y";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y";"Angle 183/o/X";"Angle 183/o/Y";"Angle 183/a/X";"Angle 183/a/Y";"Angle 183/b/X";"Angle 183/b/Y";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y"
"8,667";;;;;;;"180,42";"26,43359";"-26,01398";"300,8392";"366,713";"-81,81818";"-25";"302";"-128,0858";"-186,0643";"180,42";"28,95099";"-149";"408";"-119,2389";"472,444";"-247";"303";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-710,7692";"-927,692";"-313,007";"-804,3361";"-735,9441";"-706,1541";"-886,993";"-834,545";"-159,4406";"-565,175";"-761,1189";"-884,895";"-151,8881";"-1058,601";"-151,8881";"-565,175";"-537,0629";"-1166,853";"354,126";"-74,26569";"419,3571";"-75,25269";"180";"25";;;;;;;;;;;;
"8,708";;;;;;;"220,699";"23,91608";"19,30072";"305,8741";"376,783";"-64,1958";"20,76569";"301,8377";"-80";"-186";"220,699";"23,91608";"-111";"406";"-88,9408";"474,2262";"-204,7552";"331,049";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-710,7692";"-927,692";"-131,7482";"-726,2939";"-735,9441";"-706,1541";"-886,993";"-834,545";"-43,63641";"-580,28";"-761,1189";"-884,895";"-151,8881";"-1058,601";"-53,7063";"-645,734";"-537,0629";"-1166,853";"369";"-60";"413";"-64";"211";"26";;;;;;;;;;;;
"8,75";;;;;;;"258,462";"23,91608";"64,61499";"300,8392";"397,871";"-52,46558";"66";"297";"-30";"-181";"255,944";"21,39862";"-70";"404";"-47,94922";"481,3552";"-147";"330";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-710,7692";"-927,692";"-46,15387";"-721,259";"-735,9441";"-706,1541";"-886,993";"-834,545";"-38,60138";"-605,455";"-761,1189";"-884,895";"-151,8881";"-1058,601";"4,195801";"-623,077";"-537,0629";"-1166,853";"383";"-45";"427";"-52";"258,462";"23,91608";;;;;;;;;;;;
"8,792";;;;;;;"284,4301";"23,45947";"104,895";"290,7692";"410,376";"-43,53333";"105";"291";"12";"-178";"283,636";"21,39862";"-22,99792";"390,4609";"-6,957703";"467,0972";"-84";"327";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-710,7692";"-927,692";"-41,1189";"-721,259";"-735,9441";"-706,1541";"-886,993";"-834,545";"24,33569";"-615,525";"-761,1189";"-884,895";"-151,8881";"-1058,601";"24,33569";"-643,217";"-537,0629";"-1166,853";"395";"-37";"439";"-41";"283,636";"21,39862";;;;;;;;;;;;
"8,833";;;;;;;"305,868";"34,17831";"152,7271";"285,7343";"419,58";"-33,98602";"154";"284";"52";"-174";"303,776";"36,50351";"-1,611023";"379,7674";"23,34052";"467,0972";"-93,98602";"333,5664";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-710,7692";"-927,692";"1,678284";"-706,1541";"-735,9441";"-706,1541";"-886,993";"-834,545";"69,65002";"-620,559";"-761,1189";"-884,895";"-151,8881";"-1058,601";"84,755";"-640,699";"-537,0629";"-1166,853";"404,476";"-26,43359";"437,203";"-28,95099";"296,224";"36,50351";;;;;;;;;;;;
"8,875";;;;;;;"340,782";"39,03241";"260,979";"258,042";"422,96";"-27,06708";"258,928";"253,8744";"133,231";"-167,8713";"336,504";"41,53851";"53,63898";"383,3319";"71,46106";"445,7104";"-48";"336";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-710,7692";"-927,692";"84,755";"-602,937";"-735,9441";"-706,1541";"-886,993";"-834,545";"107,413";"-580,28";"-761,1189";"-884,895";"-151,8881";"-1058,601";"4,195801";"-567,692";"-537,0629";"-1166,853";"408";"-16";"441";"-19";"339,021";"44,05591";;;;;;;;;;;;
"8,917";;;;;;;"344,355";"12,23541";"288,671";"240,4196";"419,387";"-15,45502";"290";"242";"159";"-183";"344,056";"13,84613";"89,28296";"376,203";"107,106";"435,0169";"-6";"336";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-710,7692";"-927,692";"69,65002";"-716,224";"-735,9441";"-706,1541";"-886,993";"-834,545";"150,21";"-587,832";"-761,1189";"-884,895";"-151,8881";"-1058,601";"57,06299";"-560,14";"-537,0629";"-1166,853";"409";"-8";"434,6851";"-1,258728";"349,0909";"13,84613";;;;;;;;;;;;
"8,958";;;;;;;"357,754";"10,44891";"278,601";"247,972";"419,387";"-13,66852";"280,429";"243,951";"164";"-199";"356,6429";"8,811218";"117,799";"369,074";"128,493";"447,4926";"34";"334";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-710,7692";"-927,692";"114,965";"-670,9091";"-735,9441";"-706,1541";"-886,993";"-834,545";"135,105";"-638,182";"-761,1189";"-884,895";"-151,8881";"-1058,601";"117,483";"-698,601";"-537,0629";"-1166,853";"417,703";"-4,134827";"434";"1";"362";"13";;;;;;;;;;;;
"9";;;;;;;"368,472";"18,48798";"303,776";"237,9021";"417,063";"-6,293701";"305";"236";"204,349";"-151,3323";"364,196";"18,8811";"140,968";"377,9852";"149,88";"440,3636";"77,203";"313,4266";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-710,7692";"-927,692";"127,552";"-572,7271";"-735,9441";"-706,1541";"-886,993";"-834,545";"177,902";"-693,566";"-761,1189";"-884,895";"-151,8881";"-1058,601";"162,797";"-605,455";"-537,0629";"-1166,853";"1202,518";"-343,6364";"1283,077";"-192,5874";"1383,776";"-124,6154";;;;;;;;;;;;
"9,042";;;;;;;"358,647";"28,3136";"323,916";"232,8671";"409,51";"-3,776184";"324";"230";"223";"-150";"356,6429";"26,43359";"164,137";"369,074";"176,613";"442,1459";"106";"312";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-710,7692";"-927,692";"180,42";"-555,105";"-735,9441";"-706,1541";"-886,993";"-834,545";"170,35";"-577,762";"-761,1189";"-884,895";"-151,8881";"-1058,601";"182,937";"-587,832";"-537,0629";"-1166,853";"1368,671";"-192,5874";"1164,755";"-144,7552";"1109,371";"-109,5105";;;;;;;;;;;;
"9,083";;;;;;;"367,579";"40,60529";"336,504";"235,3846";"409,51";"1,258728";"338,3149";"232,3737";"238";"-145";"364,196";"39,021";"178,395";"358,3805";"194,436";"420,759";"133";"309";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-710,7692";"-927,692";"213,147";"-555,105";"-735,9441";"-706,1541";"-886,993";"-834,545";"112,448";"-756,504";"-761,1189";"-884,895";"-151,8881";"-1058,601";"208,1121";"-557,6219";"-537,0629";"-1166,853";"404,472";"-7,442627";"414,395";"-7,442627";"361,47";"45,48239";;;;;;;;;;;;
"9,125";;;;;;;"360,433";"37,92569";"336,504";"235,3846";"409,51";"-1,258728";"339";"234";"250";"-140";"359,161";"36,50351";"187,307";"365,5095";"203,347";"418,9767";"153";"307";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-710,7692";"-927,692";"238,322";"-580,28";"-735,9441";"-706,1541";"-886,993";"-834,545";"263,496";"-625,594";"-761,1189";"-884,895";"-151,8881";"-1058,601";"223,217";"-570,21";"-537,0629";"-1166,853";"1544,895";"-275,6644";"1184,895";"-94,40558";"1398,881";"-177,4825";;;;;;;;;;;;
"9,167";;;;;;;"376,783";"28,95099";"349,0909";"227,8322";"406,993";"-13,84613";"349,8929";"227,412";"264";"-139";"374,266";"26,43359";"208,693";"351,2516";"224,734";"406,5011";"175";"305";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9,208";;;;;;;"379,301";"28,95099";"346,573";"230,3496";"406,993";"-11,32867";"349";"228";"270,505";"-154,6401";"381,818";"31,46851";"221,1689";"347,6871";"237,209";"410,0655";"187";"304";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9,25";;;;;;;"381,818";"26,43359";"349,0909";"230,3496";"406,993";"-16,36359";"350";"229";"273";"-156";"379,301";"26,43359";"217,605";"347,6871";"226,516";"410,0655";"194";"305";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9,292";;;;;;;"381,818";"36,50351";"349,0909";"230,3496";"413,476";"-27,84888";"353";"230";"276";"-158";"379,301";"36,50351";"226,516";"353,0338";"230,08";"438,5814";"199";"305";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9,333";;;;;;;"396,923";"36,50351";"359,161";"230,3496";"412,433";"-34,19788";"357";"228";"276";"-160";"396,923";"33,98599";"226,516";"347,6871";"237,209";"411,8478";"204";"303";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9,375";;;;;;;"391,8879";"39,021";"351,608";"227,8322";"412";"-35";"357";"228";"274";"-161";"391,8879";"44,05591";"230,769";"358,7413";"233,287";"419,1608";"202";"304";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9,417";;;;;;;"396,923";"39,021";"359,161";"227,8322";"414";"-31";"357";"228";"271";"-161";"399,441";"39,021";"220,699";"366,2937";"238,322";"416,6434";"196";"305";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9,458";;;;;;;"394,406";"33,98599";"349,0909";"230,3496";"416";"-27";"353";"230";"267";"-161";"394,406";"28,95099";"208,1121";"361,2587";"220,699";"426,7133";"190";"305";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1456,783";"192,5874";"1260,42";"109,5105";"1255,385";"-195,1049"
"9,5";;;;;;;"396,923";"44,05591";"344,056";"232,8671";"417";"-22";"349";"230";"259";"-159";"396,923";"41,53851";"200,559";"376,3636";"213,147";"429,2308";"181";"306";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9,542";;;;;;;"404,476";"49,09091";"346,573";"230,3496";"418";"-17";"349";"228";"250";"-157";"406,993";"46,57339";"185,455";"376,3636";"210,629";"434,2657";"171";"308";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9,583";;;;;;;"394,406";"49,09091";"346,573";"190,0699";"419";"-12";"346,573";"187,5525";"240";"-157";"394,406";"49,09091";"175,385";"383,9161";"205,594";"436,7832";"163";"308";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9,625";;;;;;;"376,783";"44,05591";"346,573";"220,2797";"422";"-10";"347";"221";"230";"-157";"376,783";"44,05591";"157,762";"383,9161";"193,007";"429,2308";"154";"308";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9,667";;;;;;;"381,818";"51,6084";"328,951";"207,6923";"427";"-8";"328,951";"207,6923";"215";"-160";"381,818";"51,6084";"165,3149";"386,4336";"190,49";"429,2308";"139";"307";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9,708";;;;;;;"374,266";"56,64331";"319";"204";"424";"0";"318,881";"205,1748";"204";"-162";"374,266";"56,64331";"147,692";"381,3986";"182,937";"436,7832";"129";"305";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9,75";;;;;;;"376,783";"54,12589";"308";"203";"424";"2";"306,2939";"200,1399";"190,49";"-162,3776";"376,783";"56,64331";"135,105";"378,8811";"160,28";"429,2308";"117";"303";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9,792";;;;;;;"364,196";"54,12589";"296";"203";"426";"4";"293,7061";"205,1748";"175,385";"-159,8602";"366,713";"51,6084";"120";"378,8811";"147,692";"426,7133";"105";"301";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"9,833";;;;;;;"366,713";"56,64331";"283,636";"192,5874";"426";"9";"281,119";"192,5874";"165,3149";"-159,8602";"366,713";"56,64331";"114,965";"371,3287";"147,692";"436,7832";"91";"300";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1544,895";"-149,7902";"1522,238";"-41,53851";"1194,965";"1,258728"
"9,875";;;;;;;"366,713";"54,12589";"268,531";"207,6923";"426";"11";"266,014";"207,6923";"155,245";"-164,8951";"366,713";"56,64331";"89,79004";"363,7762";"125,035";"426,7133";"77";"299";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"435,896";"0,8270264";"500,14";"44,05591";"369,74";"53,75189"
"9,917";;;;;;;"349,0909";"56,64331";"255,944";"205,1748";"426";"14";"255,944";"205,1748";"137,6219";"-169,9301";"349,0909";"54,12589";"89,79004";"371,3287";"125,035";"429,2308";"63";"297";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"440,858";"5,788696";"500,14";"44,05591";"348,239";"55,40579"
"9,958";;;;;;;"349,0909";"46,57339";"238,322";"217,7622";"428";"17";"238,322";"217,7622";"127,552";"-169,9301";"349,0909";"46,57339";"69,65002";"383,9161";"99,85999";"436,7832";"47";"295";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"447,473";"12,4043";"500,14";"44,05591";"349,8929";"43,82849"
"10";;;;;;;"336,504";"49,09091";"225,734";"207,6923";"430";"22";"223,217";"210,2098";"107,413";"-172,4476";"336,504";"49,09091";"62,09802";"366,2937";"87,27295";"419,1608";"30";"294";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"462,358";"22,3277";"500,14";"44,05591";"333,354";"48,79019"
"10,042";;;;;;;"326,434";"39,021";"210,629";"220,2797";"434";"25";"210,629";"217,7622";"99,85999";"-169,9301";"328,951";"39,021";"46,99298";"333,5664";"72,16797";"411,6084";"11";"293";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"462,358";"22,3277";"500,14";"44,05591";"330,046";"38,86679"
"10,083";;;;;;;"333,986";"49,09091";"195,525";"210,2098";"435";"29";"195,525";"215,2448";"84,755";"-172,4476";"333,986";"51,6084";"41,95801";"336,0839";"54,54498";"409,0909";"-12";"294";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"462,358";"22,3277";"500,14";"44,05591";"331,7";"50,44409"
"10,125";;;;;;;"318,881";"54,12589";"177";"219";"432";"43";"175,385";"220,2797";"69,65002";"-174,965";"321,399";"54,12589";"6,713318";"338,6014";"34,40558";"414,1259";"-48,67133";"300,8392";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"464,012";"35,55899";"500,14";"44,05591";"318,469";"58,71359"
"10,167";;;;;;;"301,259";"51,6084";"148";"223";"430";"45";"145,175";"222,7972";"34,40558";"-169,9301";"301,259";"49,09091";"-28,53149";"351,1888";"-3,356628";"421,6783";"-99,021";"308,3916";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"464,012";"35,55899";"500,14";"44,05591";"300,276";"50,44409"
"10,208";;;;;;;"283,636";"54,12589";"125";"225";"427";"46";"120";"225,3147";"19,30072";"-169,9301";"283,636";"56,64331";"-63,77618";"351,1888";"-31,04901";"424,1958";"-124,1958";"313,4266";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"459,051";"47,13629";"500,14";"44,05591";"283,636";"59,1608"
"10,25";;;;;;;"268,531";"66,71329";"99,85999";"215,2448";"425";"49";"102,3781";"212,7273";"-10,90912";"-174,965";"271,049";"54,12589";"-88,95099";"336,0839";"-48,67133";"406,5734";"-154,4056";"298,3217";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"465,666";"42,17459";"504";"47";"271,049";"69,2308"
"10,292";;;;;;;"258,462";"54,12589";"69";"226";"429,54";"45,20261";"64,61499";"230,3496";"-41,1189";"-164,8951";"258,462";"56,64331";"-101,5385";"333,5664";"-71,32867";"406,5734";"-179,5804";"298,3217";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"464,012";"47,13629";"505";"49";"260,979";"54,12589"
"10,333";;;;;;;"230,769";"56,64331";"24,33569";"225,3147";"420,009";"59,49841";"24,33569";"222,7972";"-76,36359";"-167,4126";"233,287";"56,64331";"-141,8182";"338,6014";"-114,1259";"404,0559";"-199,7203";"305,8741";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"462,3781";"49,09091";"507,692";"54,12589";"225,734";"56,64331"
"10,375";;;;;;;"205,594";"61,67831";"34";"201";"408";"66";"31,88812";"200,1399";"-101,5385";"-157,3427";"203,077";"59,1608";"-174,5455";"331,049";"-136,7832";"391,4685";"-237,4825";"288,2518";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"452,308";"56,64331";"505";"59";"200";"63"
"10,417";;;;;;;"182,937";"64,1958";"-18,46149";"195,1049";"385";"70";"-15,94397";"195,1049";"-139,3007";"-152,3077";"180,42";"66,71329";"-187,1329";"326,014";"-159,4406";"383,9161";"-265,1748";"280,6993";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"447,2729";"59,1608";"500,14";"59,1608";"173";"67"
"10,458";;;;;;;"157,762";"61,67831";"-33,56641";"187,5525";"370";"72";"-33,56641";"187,5525";"-164,4755";"-139,7203";"157,762";"59,1608";"-212,3077";"303,3566";"-179,5804";"376,3636";"-307,972";"270,6294";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"447,2729";"56,64331";"497,6219";"61,67831";"152,7271";"69,2308"
"10,5";;;;;;;"145,175";"64,1958";"-48,67133";"180";"362";"79";"-53,7063";"180";"-174,5455";"-124,6154";"145,175";"64,1958";"-234,965";"298,3217";"-192,1678";"371,3287";"-305,4545";"278,1818";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"440";"60";"497";"62";"150,21";"69,2308"
"10,542";;;;;;;"139,847";"76,90659";"-51,18878";"187,5525";"358";"84";"-51,18878";"187,5525";"-184,6154";"-117,0629";"140,14";"76,7832";"-240";"310,9091";"-204,7552";"378,8811";"-348,2518";"295,8042";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"452,308";"71,74829";"497";"62";"144";"81"
"10,583";;;;;;;"140,14";"76,7832";"-63,77618";"187,5525";"354";"87";"-63,77618";"187,5525";"-194,6853";"-104,4755";"142,657";"76,7832";"-227,4126";"285,7343";"-197,2028";"373,8462";"-295,3846";"275,6643";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"452";"73";"497";"63";"139";"86"
"10,625";;;;;;;"142,657";"89,37061";"-66,2937";"182,5175";"351";"84";"-66,2937";"182,5175";"-207,2727";"-96,9231";"142,657";"86,85309";"-234,965";"298,3217";"-189,6503";"366,2937";"-325,5944";"280,6993";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"453";"71";"497";"63";"135";"84"
"10,667";;;;;;;"147,692";"79,30069";"-66,2937";"197,6224";"346";"82";"-63,77618";"195,1049";"-212,3077";"-89,37061";"142,657";"79,30069";"-240";"283,2168";"-187,1329";"351,1888";"-345,7343";"283,2168";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"456";"68";"497";"62";"130";"79"
"10,708";;;;;;;"152,7271";"81,81821";"-56,22382";"195,1049";"346";"82";"-56,22382";"192,5874";"-214,8252";"-84,33569";"150,21";"81,81821";"-232,4476";"285,7343";"-182,0979";"353,7063";"-333,1469";"275,6643";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"442,238";"66,71329";"495,105";"66,71329";"150,21";"81,81821"
"10,75";;;;;;;"125,035";"91,88809";"-53,7063";"192,5874";"347";"82";"-53,7063";"195,1049";"-214,8252";"-86,85309";"120";"94,40561";"-222,3776";"278,1818";"-177,0629";"343,6364";"-347";"304";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"444";"66";"495";"67";"125,035";"91,88809"
"10,792";;;;;;;"122,517";"86,85309";"-51,18878";"197,6224";"349";"81";"-53,7063";"197,6224";"-217,3427";"-81,81818";"122,517";"86,85309";"-224,8951";"293,2867";"-184,6154";"358,7413";"-344";"305";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"444";"66";"495";"67";"122,517";"86,85309"
"10,833";;;;;;;"122,517";"89,37061";"-51,18878";"202,6573";"350";"82";"-51,18878";"202,6573";"-209,7902";"-81,81818";"122,517";"89,37061";"-214,8252";"290,7692";"-169,5105";"348,6713";"-340";"305";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"441";"68";"493";"69";"124";"87"
"10,875";;;;;;;"117,483";"96,9231";"-51,18878";"212,7273";"353";"83";"-48,67133";"210,2098";"-207,2727";"-84,33569";"117,483";"96,9231";"-214,8252";"283,2168";"-177,0629";"358,7413";"-335";"303";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"440";"69";"498";"71";"122,517";"96,9231"
"10,917";;;;;;;"155,245";"94,40561";"-46,15387";"200,1399";"360";"82";"-46,15387";"200,1399";"-199,7203";"-91,88812";"155,245";"86,85309";"-204,7552";"295,8042";"-172,028";"361,2587";"-331";"302";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"444,755";"69,2308";"502,657";"66,71329";"157,762";"91,88809"
"10,958";;;;;;;"167,963";"80,21439";"-26,01398";"212,7273";"370";"78";"-28,53149";"212,7273";"-192,1678";"-91,88812";"167,832";"79,30069";"-194,6853";"290,7692";"-156,9231";"363,7762";"-327";"302";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"447";"67";"507";"65";"170,35";"79,30069"
"11";;;;;;;"159,694";"85,17609";"-31,04901";"222,7972";"379";"75";"-31,04901";"217,7622";"-189,6503";"-89,37061";"157,762";"84,33569";"-187,1329";"290,7692";"-146,8531";"371,3287";"-319";"304";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"448";"65";"510";"64";"179";"80"
"11,042";;;;;;;"177,902";"86,85309";"-20,979";"235,3846";"386";"72";"-20,979";"230,3496";"-184,6154";"-74,26569";"177,902";"86,85309";"-192,1678";"300,8392";"-149,3706";"386,4336";"-316";"312";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"450";"64";"513";"63";"187";"81"
"11,083";;;;;;;"171,271";"83,52219";"-15,94397";"237,9021";"390";"70";"-18,46149";"237,9021";"-187,1329";"-71,74823";"170,35";"84,33569";"-172,028";"303,3566";"-121,6783";"383,9161";"-312";"320";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"449";"63";"514";"63";"167,832";"84,33569"
"11,125";;;;;;;"193,007";"86,85309";"-13,42657";"235,3846";"388";"68";"-13,42657";"237,9021";"-189,6503";"-69,23077";"187,972";"86,85309";"-161,9581";"315,9441";"-124,1958";"391,4685";"-313";"326";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"451";"60";"513";"63";"167";"85"
"11,167";;;;;;;"190,49";"89,37061";"-13,42657";"255,5245";"381";"68";"-12";"256";"-207,2727";"-56,64337";"187,972";"91,88809";"-187,1329";"323,4965";"-134,2657";"406,5734";"-324";"334";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"445";"59";"509";"64";"185,455";"86,85309"
